Seção;Denominação_sessao;Divisão;Denominação_divisao;Grupo;Denominação_grupo;Classe;Denominação_classe;Subclasse;Denominação_subclasse;Grande_Grupamento;Grupamentos_de_Atividades;Subgrupamentos_de_Atividades
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.1;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87.11-5;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;8711505;Condomínios residenciais para idosos;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.1;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87.12-3;Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio;8712300;Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.2;"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência
química";87.20-4;"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência
química";8720401;Atividades de centros de assistência psicossocial;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.2;"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência
química";87.20-4;"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência
química";8720499;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.3;Atividades de assistência social prestadas em residências coletivas e particulares;87.30-1;Atividades de assistência social prestadas em residências coletivas e particulares;8730101;Orfanatos;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.3;Atividades de assistência social prestadas em residências coletivas e particulares;87.30-1;Atividades de assistência social prestadas em residências coletivas e particulares;8730102;Albergues assistenciais;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.3;Atividades de assistência social prestadas em residências coletivas e particulares;87.30-1;Atividades de assistência social prestadas em residências coletivas e particulares;8730199;Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;88.0;Serviços de assistência social sem alojamento;88.0;Serviços de assistência social sem alojamento;88.00-6;Serviços de assistência social sem alojamento;8800600;Serviços de assistência social sem alojamento;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
R;Artes, cultura, esporte e recreação;90.0;Atividades artísticas, criativas e de espetáculos;90.0;Atividades artísticas, criativas e de espetáculos;90.01-9;Artes cênicas, espetáculos e atividades complementares;9001901;Produção teatral;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;90.0;Atividades artísticas, criativas e de espetáculos;90.0;Atividades artísticas, criativas e de espetáculos;90.01-9;Artes cênicas, espetáculos e atividades complementares;9001902;Produção musical;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;90.0;Atividades artísticas, criativas e de espetáculos;90.0;Atividades artísticas, criativas e de espetáculos;90.01-9;Artes cênicas, espetáculos e atividades complementares;9001903;Produção de espetáculos de dança;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;90.0;Atividades artísticas, criativas e de espetáculos;90.0;Atividades artísticas, criativas e de espetáculos;90.01-9;Artes cênicas, espetáculos e atividades complementares;9001904;Produção de espetáculos circenses, de marionetes e similares;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;90.0;Atividades artísticas, criativas e de espetáculos;90.0;Atividades artísticas, criativas e de espetáculos;90.01-9;Artes cênicas, espetáculos e atividades complementares;9001905;Produção de espetáculos de rodeios, vaquejadas e similares;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;90.0;Atividades artísticas, criativas e de espetáculos;90.0;Atividades artísticas, criativas e de espetáculos;90.01-9;Artes cênicas, espetáculos e atividades complementares;9001906;Atividades de sonorização e de iluminação;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;90.0;Atividades artísticas, criativas e de espetáculos;90.0;Atividades artísticas, criativas e de espetáculos;90.01-9;Artes cênicas, espetáculos e atividades complementares;9001999;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;90.0;Atividades artísticas, criativas e de espetáculos;90.0;Atividades artísticas, criativas e de espetáculos;90.02-7;Criação artística;9002701;"Atividades de artistas plásticos, jornalistas independentes e
escritores";Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;90.0;Atividades artísticas, criativas e de espetáculos;90.0;Atividades artísticas, criativas e de espetáculos;90.02-7;Criação artística;9002702;Restauração de obras de arte;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;90.0;Atividades artísticas, criativas e de espetáculos;90.0;Atividades artísticas, criativas e de espetáculos;90.03-5;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;9003500;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;91.0;Atividades ligadas ao patrimônio cultural e ambiental;91.0;Atividades ligadas ao patrimônio cultural e ambiental;91.01-5;Atividades de bibliotecas e arquivos;9101500;Atividades de bibliotecas e arquivos;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;91.0;Atividades ligadas ao patrimônio cultural e ambiental;91.0;Atividades ligadas ao patrimônio cultural e ambiental;91.02-3;"Atividades de museus e de exploração, restauração artística
e conservação de lugares e prédios históricos e atrações
similares";9102301;Atividades de museus e de exploração de lugares e prédios históricos e atrações similares;Serviços;Serviços;Outros serviços
R;Artes, cultura, esporte e recreação;91.0;Atividades ligadas ao patrimônio cultural e ambiental;91.0;Atividades ligadas ao patrimônio cultural e ambiental;91.02-3;"Atividades de museus e de exploração, restauração artística
e conservação de lugares e prédios históricos e atrações
similares";9102302;Restauração e conservação de lugares e prédios históricos;Serviços;Serviços;Outros serviços
