Seção;Denominação_sessao;Divisão;Denominação_divisao;Grupo;Denominação_grupo;Classe;Denominação_classe;Subclasse;Denominação_subclasse;Grande_Grupamento;Grupamentos_de_Atividades;Subgrupamentos_de_Atividades
F;Construção;43.0;Serviços especializados para construção;43.2;Instalações elétricas, hidráulicas e outras instalações em construções;43.22-3;"Instalações hidráulicas, de sistemas de ventilação e
refrigeração";4322301;Instalações hidráulicas, sanitárias e de gás;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.2;Instalações elétricas, hidráulicas e outras instalações em construções;43.22-3;"Instalações hidráulicas, de sistemas de ventilação e
refrigeração";4322302;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.2;Instalações elétricas, hidráulicas e outras instalações em construções;43.22-3;"Instalações hidráulicas, de sistemas de ventilação e
refrigeração";4322303;Instalações de sistema de prevenção contra incêndio;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.2;Instalações elétricas, hidráulicas e outras instalações em construções;43.29-1;Obras de instalações em construções não especificadas anteriormente;4329101;Instalação de painéis publicitários;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.2;Instalações elétricas, hidráulicas e outras instalações em construções;43.29-1;Obras de instalações em construções não especificadas anteriormente;4329102;Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.2;Instalações elétricas, hidráulicas e outras instalações em construções;43.29-1;Obras de instalações em construções não especificadas anteriormente;4329103;Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.2;Instalações elétricas, hidráulicas e outras instalações em construções;43.29-1;Obras de instalações em construções não especificadas anteriormente;4329104;Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.2;Instalações elétricas, hidráulicas e outras instalações em construções;43.29-1;Obras de instalações em construções não especificadas anteriormente;4329105;Tratamentos térmicos, acústicos ou de vibração;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.2;Instalações elétricas, hidráulicas e outras instalações em construções;43.29-1;Obras de instalações em construções não especificadas anteriormente;4329199;Outras obras de instalações em construções não especificadas anteriormente;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.3;Obras de acabamento;43.30-4;Obras de acabamento;4330401;Impermeabilização em obras de engenharia civil;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.3;Obras de acabamento;43.30-4;Obras de acabamento;4330402;Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.3;Obras de acabamento;43.30-4;Obras de acabamento;4330403;Obras de acabamento em gesso e estuque;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.3;Obras de acabamento;43.30-4;Obras de acabamento;4330404;Serviços de pintura de edifícios em geral;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.3;Obras de acabamento;43.30-4;Obras de acabamento;4330405;Aplicação de revestimentos e de resinas em interiores e exteriores;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.3;Obras de acabamento;43.30-4;Obras de acabamento;4330499;Outras obras de acabamento da construção;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.9;Outros serviços especializados para construção;43.91-6;Obras de fundações;4391600;Obras de fundações;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.9;Outros serviços especializados para construção;43.99-1;Serviços especializados para construção não especificados anteriormente;4399101;Administração de obras;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.9;Outros serviços especializados para construção;43.99-1;Serviços especializados para construção não especificados anteriormente;4399102;Montagem e desmontagem de andaimes e outras estruturas temporárias;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.9;Outros serviços especializados para construção;43.99-1;Serviços especializados para construção não especificados anteriormente;4399103;Obras de alvenaria;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.9;Outros serviços especializados para construção;43.99-1;Serviços especializados para construção não especificados anteriormente;4399104;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.9;Outros serviços especializados para construção;43.99-1;Serviços especializados para construção não especificados anteriormente;4399105;Perfuração e construção de poços de água;Construção;Construção;
F;Construção;43.0;Serviços especializados para construção;43.9;Outros serviços especializados para construção;43.99-1;Serviços especializados para construção não especificados anteriormente;4399199;Serviços especializados para construção não especificados anteriormente;Construção;Construção;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.1;Comércio de veículos automotores;45.11-1;Comércio a varejo e por atacado de veículos automotores;4511101;Comércio a varejo de automóveis, camionetas e utilitários novos;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.1;Comércio de veículos automotores;45.11-1;Comércio a varejo e por atacado de veículos automotores;4511102;Comércio a varejo de automóveis, camionetas e utilitários usados;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.1;Comércio de veículos automotores;45.11-1;Comércio a varejo e por atacado de veículos automotores;4511103;Comércio por atacado de automóveis, camionetas e utilitários novos e usados;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.1;Comércio de veículos automotores;45.11-1;Comércio a varejo e por atacado de veículos automotores;4511104;Comércio por atacado de caminhões novos e usados;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.1;Comércio de veículos automotores;45.11-1;Comércio a varejo e por atacado de veículos automotores;4511105;Comércio por atacado de reboques e semireboques novos e usados;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.1;Comércio de veículos automotores;45.11-1;Comércio a varejo e por atacado de veículos automotores;4511106;Comércio por atacado de ônibus e micro-ônibus novos e usados;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.1;Comércio de veículos automotores;45.12-9;Representantes comerciais e agentes do comércio de veículos automotores;4512901;Representantes comerciais e agentes do comércio de veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.1;Comércio de veículos automotores;45.12-9;Representantes comerciais e agentes do comércio de veículos automotores;4512902;Comércio sob consignação de veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.2;Manutenção e reparação de veículos automotores;45.20-0;Manutenção e reparação de veículos automotores;4520001;Serviços de manutenção e reparação mecânica de veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.2;Manutenção e reparação de veículos automotores;45.20-0;Manutenção e reparação de veículos automotores;4520002;Serviços de lanternagem ou funilaria e pintura de veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.2;Manutenção e reparação de veículos automotores;45.20-0;Manutenção e reparação de veículos automotores;4520003;Serviços de manutenção e reparação elétrica de veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.2;Manutenção e reparação de veículos automotores;45.20-0;Manutenção e reparação de veículos automotores;4520004;Serviços de alinhamento e balanceamento de veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.2;Manutenção e reparação de veículos automotores;45.20-0;Manutenção e reparação de veículos automotores;4520005;Serviços de lavagem, lubrificação e polimento de veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.2;Manutenção e reparação de veículos automotores;45.20-0;Manutenção e reparação de veículos automotores;4520006;Serviços de borracharia para veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.2;Manutenção e reparação de veículos automotores;45.20-0;Manutenção e reparação de veículos automotores;4520007;Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.2;Manutenção e reparação de veículos automotores;45.20-0;Manutenção e reparação de veículos automotores;4520008;Serviços de capotaria;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.3;Comércio de peças e acessórios para veículos automotores;45.30-7;Comércio de peças e acessórios para veículos automotores;4530701;Comércio por atacado de peças e acessórios novos para veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.3;Comércio de peças e acessórios para veículos automotores;45.30-7;Comércio de peças e acessórios para veículos automotores;4530702;Comércio por atacado de pneumáticos e câmaras-de-ar;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.3;Comércio de peças e acessórios para veículos automotores;45.30-7;Comércio de peças e acessórios para veículos automotores;4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.3;Comércio de peças e acessórios para veículos automotores;45.30-7;Comércio de peças e acessórios para veículos automotores;4530704;Comércio a varejo de peças e acessórios usados para veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.3;Comércio de peças e acessórios para veículos automotores;45.30-7;Comércio de peças e acessórios para veículos automotores;4530705;Comércio a varejo de pneumáticos e câmaras-de-ar;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.3;Comércio de peças e acessórios para veículos automotores;45.30-7;Comércio de peças e acessórios para veículos automotores;4530706;Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.4;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45.41-2;Comércio por atacado e a varejo de motocicletas, peças e acessórios;4541201;Comércio por atacado de motocicletas e motonetas;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.4;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45.41-2;Comércio por atacado e a varejo de motocicletas, peças e acessórios;4541202;Comércio por atacado de peças e acessórios para motocicletas e motonetas;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.4;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45.41-2;Comércio por atacado e a varejo de motocicletas, peças e acessórios;4541203;Comércio a varejo de motocicletas e motonetas novas;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.4;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45.41-2;Comércio por atacado e a varejo de motocicletas, peças e acessórios;4541204;Comércio a varejo de motocicletas e motonetas usadas;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.4;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45.41-2;Comércio por atacado e a varejo de motocicletas, peças e acessórios;4541206;Comércio a varejo de peças e acessórios novos para motocicletas e motonetas;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.4;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45.41-2;Comércio por atacado e a varejo de motocicletas, peças e acessórios;4541207;Comércio a varejo de peças e acessórios usados para motocicletas e motonetas;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.4;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45.42-1;Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios;4542101;Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.4;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45.42-1;Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios;4542102;Comércio sob consignação de motocicletas e motonetas;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";45.0;Comércio e reparação de veículos automotores e motocicletas;45.4;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45.43-9;Manutenção e reparação de motocicletas;4543900;Manutenção e reparação de motocicletas e motonetas;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.11-7;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;4611700;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.12-5;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;4612500;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.13-3;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;4613300;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.14-1;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;4614100;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.15-0;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;4615000;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.16-8;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;4616800;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.17-6;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;4617600;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.18-4;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;4618401;Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.18-4;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;4618402;Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.18-4;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;4618403;Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.18-4;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;4618499;Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.1;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46.19-2;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;4619200;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.21-4;Comércio atacadista de café em grão;4621400;Comércio atacadista de café em grão;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.22-2;Comércio atacadista de soja;4622200;Comércio atacadista de soja;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;4623101;Comércio atacadista de animais vivos;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;4623102;Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;4623103;Comércio atacadista de algodão;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;4623104;Comércio atacadista de fumo em folha não beneficiado;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;4623105;Comércio atacadista de cacau;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;4623106;Comércio atacadista de sementes, flores, plantas e gramas;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;4623107;Comércio atacadista de sisal;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;4623108;Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;4623109;Comércio atacadista de alimentos para animais;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.2;Comércio atacadista de matérias-primas agrícolas e animais vivos;46.23-1;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;4623199;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.31-1;Comércio atacadista de leite e laticínios;4631100;Comércio atacadista de leite e laticínios;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.32-0;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;4632001;Comércio atacadista de cereais e leguminosas beneficiados;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.32-0;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;4632002;Comércio atacadista de farinhas, amidos e féculas;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.32-0;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;4632003;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.33-8;Comércio atacadista de hortifrutigranjeiros;4633801;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.33-8;Comércio atacadista de hortifrutigranjeiros;4633802;Comércio atacadista de aves vivas e ovos;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.33-8;Comércio atacadista de hortifrutigranjeiros;4633803;Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.34-6;Comércio atacadista de carnes, produtos da carne e pescado;4634601;Comércio atacadista de carnes bovinas e suínas e derivados;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.34-6;Comércio atacadista de carnes, produtos da carne e pescado;4634602;Comércio atacadista de aves abatidas e derivados;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.34-6;Comércio atacadista de carnes, produtos da carne e pescado;4634603;Comércio atacadista de pescados e frutos do mar;Comércio;Comércio, reparação de veículos automotores e motocicletas;
G;"Comércio; reparação de veículos automotores e motocicletas";46.0;Comércio por atacado, exceto veículos automotores e motocicletas;46.3;Comércio atacadista especializado em produtos alimentícios, bebidas e fumo;46.34-6;Comércio atacadista de carnes, produtos da carne e pescado;4634699;Comércio atacadista de carnes e derivados de outros animais;Comércio;Comércio, reparação de veículos automotores e motocicletas;
